signal_date,date,execution,traded_notional,equity_at_entry,SPY,IWM,EFA,EEM,VNQ,PDBC,IEF,TLT,TIP,SGOV,BIL
2022-12-30,2023-01-03,next-session open,0.0,2.328384354889518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-31,2023-02-01,next-session open,0.0,2.33638379453588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-02-28,2023-03-01,next-session open,0.0,2.344274506070928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-03-31,2023-04-03,next-session open,2.0,2.354386130161459,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
2023-04-28,2023-05-01,next-session open,0.012522416538699566,2.3765281888322156,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
2023-05-31,2023-06-01,next-session open,1.9999999999999996,2.3434728125782223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-06-30,2023-07-03,next-session open,0.0,2.3536946609838623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-07-31,2023-08-01,next-session open,0.0,2.363136044107112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-08-31,2023-09-01,next-session open,0.0,2.374717801543967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-09-29,2023-10-02,next-session open,0.0,2.384476572617147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-10-31,2023-11-01,next-session open,0.0,2.3949889035558214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-11-30,2023-12-01,next-session open,2.0,2.4064077029739495,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,2024-01-02,next-session open,0.5098735984358957,2.5311717283694772,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,2024-02-01,next-session open,0.5080076860675632,2.506705484560272,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
2024-02-29,2024-03-01,next-session open,0.5000000000000002,2.5747628014571604,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,2024-04-01,next-session open,0.5008109538791855,2.6504261337962567,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,2024-05-01,next-session open,1.9999999999999996,2.4993821207132596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-05-31,2024-06-03,next-session open,2.0,2.5108453832141895,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,2024-07-01,next-session open,0.5105135458850348,2.523663040571298,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2024-07-31,2024-08-01,next-session open,1.0000000000000004,2.5133936488732336,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,2024-09-03,next-session open,0.021486772471614013,2.5545753352848375,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,2024-10-01,next-session open,0.5049279169721241,2.613018699880396,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,2024-11-01,next-session open,0.01326192513999927,2.570217461794372,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-29,2024-12-02,next-session open,0.038288556086699066,2.6722299851906746,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,2025-01-02,next-session open,2.0,2.543159501338788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-31,2025-02-03,next-session open,2.0,2.552107815198708,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,2025-03-03,next-session open,0.5069155516272303,2.6032279048194127,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,2025-04-01,next-session open,1.0000000000000004,2.538710816907681,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
2025-04-30,2025-05-01,next-session open,0.4999999999999999,2.5152683166112753,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
2025-05-30,2025-06-02,next-session open,0.516712071818042,2.559612292741347,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
2025-06-30,2025-07-01,next-session open,0.5098377211573467,2.6603819386781535,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-31,2025-08-01,next-session open,0.5108645648439424,2.6628202246814308,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2025-08-29,2025-09-02,next-session open,0.49999999999999933,2.708168341915326,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,2025-10-01,next-session open,0.015294091221517286,2.850095370167282,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,2025-11-03,next-session open,0.010379361803817128,2.9239383450814285,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,2025-12-01,next-session open,0.009846223568286794,2.8974123220833983,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,2026-01-02,next-session open,0.0152546507603388,2.978956984899237,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,2026-02-02,next-session open,0.5000000000000002,3.0811858067662867,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2026-02-27,2026-03-02,next-session open,0.028478142713545873,3.196946046880402,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2026-03-31,2026-04-01,next-session open,0.05792508819356987,3.182334554472625,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2026-04-30,2026-05-01,next-session open,0.5047273212064075,3.4569505046661564,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2026-05-29,2026-06-01,next-session open,0.03051876858686639,3.579450748909682,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2026-06-30,2026-07-01,next-session open,0.5012531980848501,3.47868052420289,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-31,2026-08-03,next-session open,0.5258748031654201,3.4446368800370832,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
